,store,store_name,branch,user,content,score,big_cate
53326,215935,샤브보트,롯데백화점안산점,321921,"['롯데', '백화점', '지하', '주차', '걱정', '가성', '개인', '육수', '메뉴', '직원', '친절하다', '가끔', '샤브샤브', '방문']",5,한식
53335,215956,샤브쌈주머니,잠실직영점,907378,"['깔끔하다', '건강하다', '샤브샤브', '월남쌈', '동시']",5,한식
53336,215957,샤브쌈주머니,천안불당점,285715,"['아주아주', '깰꼼해', '많다', '월남쌈', '집중', '에드', '지점']",5,한식
53337,215957,샤브쌈주머니,천안불당점,727149,"['샤브샤브', '처음', '먹기', '추가', '고기', '이야기', '드리다']",4,한식
53379,216077,샤브향,화명점,279615,"['특선', '소고기', '샤브', '샤바', '월남쌈', '세트', '점심', '메뉴']",3,한식
53391,216125,샤브향,마산해운점,2105,"['담백하다', '쿠폰', '사용', '다해', '쿠폰', '사용', '안되다', '어이']",4,한식
53392,216125,샤브향,마산해운점,93261,"['샤브샤브', '맛있다', '샐러드', '푸다', '깨끗하다', '친절하다']",5,한식
53394,216130,샤브향,시지점,173778,"['놀이', '타이틀', '갖다', '붙이다', '민망하다', '실제', '어이', '작다', '어리다', '3~4', '적합하다', '공간', '셀프', '기본', '채소', '떡볶이', '튀다', '셀프', '화려하다', '샤브집', '차이', '함정', '샤브집', '다니다', '여러', '모로', '부족하다', 'Do', 'not', 'recommend']",1,한식
53395,216140,샤브향,이매야탑점,290833,"['여러가지', '야채', '소고기', '어우러지다', '다이어트', '건강하다', '식사', '쌀국수', '단호박', '호박죽', '맛있다']",4,한식
53406,216171,샤브향,애니골직영점,443344,"['일단', '월남쌈', '샤브샤브', '즐기다', '가성', '차별', '그런', '일반', '샤브샤브', '때문', '오히려', '주말', '점심']",3,한식
53422,216248,샤브향,부산영도점,130044,"['가족', '식사', '맑은', '국물', '아기', '소고기', '부드럽다']",4,한식
53428,216270,샤빙,도봉본점,390671,"['배달', '빙수', '우선', '빙수', '배달', '포장', '생명', '사진', '꼼꼼하다', '잘쓰다', '양도', '많다', '맛있다', '카야', '토스트', '버터', '두껍다', '좋아하다', '개인', '얇다', '버터', '카야', '토스트', '발라']",5,카페
53566,216602,서가앤쿡,서울목동점,164819,"['목살', '스테이크', '파스타', '맛있다', '메뉴', '옛날', '가끔', '가도', '후회']",4,고기
53567,216602,서가앤쿡,서울목동점,510689,"['나쁘다', '세트', '메뉴', '고기']",3,고기
53568,216603,서가앤쿡,일산장항점,637883,"['자리', '많다', '많다', '시끌시끌하다', '파히타', '메뉴', '또띠아', '타코', '또띠아', '무료', '리필', '몇번', '모르다', '한번', '해봤다', '소스', '피다', '무료', '소스', '추가', '소스', '자르다', '애초', '달라', '직원', '분들', '체적', '친절하다', '패션후르츠', '시럽', '달달', '충분하다', '남다']",4,고기
53569,216603,서가앤쿡,일산장항점,224662,"['직원', '서비스', '가성', '음식', '양도', '만족스럽다', '고르곤졸라', '피자', '남기다', '포장', '해오다']",4,고기
53570,216603,서가앤쿡,일산장항점,190274,"['맛있다', '체인점', '다르다', '주차공간', '많다', '불편하다']",4,고기
53571,216604,서가앤쿡,신림역점,215042,"['서다', '앤쿡', '없이', '맛있다', '신림', '많다', '정신', '길다', '직원', '많다', '불친절', '이해', '신림', '이렇게', '크다', '매장', '규모', '크다']",5,고기
53572,216604,서가앤쿡,신림역점,347289,"['토마토', '해물', '파스타', '삼겹살', '게살', '리조토', '추가', '게살', '리조토', '맛있다', '파스타', '평범하다', '삼겹살', '맛있다', '빨리', '식다', '나중', '차갑다', '아무튼', '식사']",4,고기
53573,216604,서가앤쿡,신림역점,285213,"['서비스', '체인점', '기대하다', '수준', '음식', '퀄리티', '깔끔하다', '보장', '음식', '늦다']",3,고기
53574,216604,서가앤쿡,신림역점,257876,"['고르곤졸라', '크림', '파스타', '맛있다', '갈다', '평타', '치다']",3,고기
53576,216605,서가앤쿡,노원점,391153,"['지하', '아쉽다', '실내', '깔끔하다']",5,고기
53578,216605,서가앤쿡,노원점,586606,"['지점', '인테리어', '별로', '서다', '앤쿡', '치킨', '많다', '시끄럽다', '음악', '볼륨', '클럽', '마냥', '커서', '힘들다', '지점', '음식', '많다', '분위기', '망치다', '느낌', '노원역', '서다', '앤쿡', '방문']",3,고기
53579,216605,서가앤쿡,노원점,175350,"['테이블', '사이', '간격', '넓다', '친구', '먹기', '스파게티', '맛있다', '목살']",4,고기
53580,216605,서가앤쿡,노원점,198798,"['그렇게', '나쁘다', '맛있다']",4,고기
53581,216605,서가앤쿡,노원점,565348,"['개월', '방문', '나름', '방문', '파스타', '베이컨', '까르보나라', '파스타', '목살', '필라프', '음식', '빨리', '빨리', '나오니', '의심', '일단', '파스타', '건조하다', '식감', '목살', '필라프', '느끼하다', '덩어리', '조각', '가장', '실망하다', '부분', '샐러드', '누군가', '느낌', '추가', '추가', '비용', '또한', '주차장', '바로', '주차장', '제휴', '맺다', '차비', '평소', '아끼다', '음식', '실망하다', '또한', '마이너스', '되어다']",2,고기
53582,216606,서가앤쿡,전주효자점,74751,"['없이', '무난', '아쉽다', '느낌', '목살', '스테이크', '파히타', '제일']",3,고기
53586,216608,서가앤쿡,구월점,686300,"['메뉴', '둘이서', '가성', '주말', '저녁', '가면', '많다', '대기', '수도', '직원', '바쁘다', '주문', '늦어지다', '기도', '듯함']",4,고기
53587,216608,서가앤쿡,구월점,618492,"['목살', '이따위', '양도', '고기', '질도', '안좋다', '맛있다', '포테이토칩', '없어지다', '실망']",1,고기
53588,216608,서가앤쿡,구월점,48567,"['가면', '갈수록', '부분', '보임', '음식', '대한', '만족도', '떨어지다', '양도', '점점', '적어지다', '느낌', '가뜩이나', '많다', '3회', '방문']",2,고기
53594,216616,서가앤쿡,타임스퀘어점,459433,"['타임스퀘어', '시끌벅적하다', '많다', '점심시간', '지나다', '40분', '여느', '지점', '비슷']",3,고기
53595,216616,서가앤쿡,타임스퀘어점,70650,"['워후', '연말', '런가', '거의', '삼십분', '넘다']",3,고기
53596,216616,서가앤쿡,타임스퀘어점,279785,"['친구', '적당하다', '양도', '적당하다']",3,고기
53597,216616,서가앤쿡,타임스퀘어점,357798,"['주말', '식사', '20분', '음식', '늦다', '만하', '까르보나라', '퍽퍽', '목살', '푸다', '가성']",4,고기
53598,216616,서가앤쿡,타임스퀘어점,305856,"['여느', '서다', '앤쿡', '체인점', '만하', '기분', '나쁘다', '일이', '분위기', '문제', '바쁘다', '시끄럽다', '손님', '정신', '점원', '주문', '한지', '오랜', '시간', '돼다', '서다', '메뉴', '음식', '기다리다', '시간', '고달프다', '3.5', '5.0']",3,고기
53599,216616,서가앤쿡,타임스퀘어점,669681,"['가성', '음식', '맛있다', '친절하다', '\n\n', '모든', '서빙', '방법', '모르다', '음식', '위해', '내려놓다', '음식', '그것', '최고']",1,고기
53601,216616,서가앤쿡,타임스퀘어점,175992,"['단합', '기념', '담임선샐님', '함께', '서다', '앤쿡', '학생', '부담', '단합', '학급', '지원', '편이', '많다', '적지', '편이', '주문', '최대한', '음식', '빨리', '해주시', '음식', '자체', '고급스럽다', '맛있다', '한번', '느낌']",5,고기
53602,216616,서가앤쿡,타임스퀘어점,189894,"['분위기', '조용하다', '고급스럽다', '점심', '간단하다', '먹기']",5,고기
53603,216616,서가앤쿡,타임스퀘어점,86152,"['무난', '프렌', '이즈', '식당', '몰리다', '시간대', '가면', '오래', '기다리다', '수도']",4,고기
53633,216638,서가앤쿡,종로점,90754,"['엘리베이터', '양도', '많다', '가성', '비괜', '추다', '직원', '분들', '얼굴', '표정', '보이다', '지치다', '보임', '친절하다', '친절하다', '도아']",3,고기
53634,216638,서가앤쿡,종로점,117820,"['점심', '방문', '가게', '계단', '가야', '불편하다', '음식', '무난', '맛있다', '편이']",3,고기
53635,216638,서가앤쿡,종로점,315409,"['매장', '커서', '무난', '호불호', '갈리', '맛있다']",4,고기
53636,216638,서가앤쿡,종로점,23999,"['일반', '서다', '앤쿡', '동일하다', '목살', '스테이크', '부분', '적당하다', '맛있다', '크다', '스텀', '필라프', '경우', '재료', '가지', '맵다', '단계', '임의', '설정', '적당하다', '양은', '많다', '펴다', '파스타', '경우', '게살', '느끼다', '기다', '힘들다', '개인', '크림', '파스타', '종류', '좋아하다', '불호']",3,고기
53661,216660,서가앤쿡,동대문피트인점,397119,"['한판', '넉넉하다', '맛있다', '체인점', '언제나', '예상', '가능하다']",5,"피자,파스타,스테이크"
53662,216665,서가앤쿡,광양 LF스퀘어점,129269,"['웨이팅', '음식', '빨리']",5,고기
53820,217056,서래갈매기,전북대점,389728,"['대비', '갈매기살', '맛있다', '껍데기']",5,고기
53821,217056,서래갈매기,전북대점,397331,"['서다', '갈매기', '좋아하다', '갈매기살', '서다', '제일', '서다', '갈매기', '가요']",4,고기
53822,217064,서래갈매기,신영통점,49956,"['메뉴', '사진', '오픈', '찍다', '사진', '금액', '달라', '음식', '맛있다', '깔끔하다', '사장', '친절하다', '고기', '굽다', '감사하다', '오픈', '굉장하다', '단골', '되어다']",5,고기
53824,217069,서래갈매기,영등포점,107593,"['저렴하다', '한결', '서비스']",3,고기
53838,217119,서래식당,롯데백화점 창원점,365662,"['알탕', '맛있다', '양도', '푸다', '제육', '기름기', '많다', '느끼하다', '서비스', '사장', '친절하다']",4,한식
53839,217120,서래식당,롯데아울렛 부여점,374341,"['롯데', '아울렛', '부여', '식당', '근처', '갈다', '간만', '별로', '고속도로', '휴게소', '음식', '퀄리티', '비싸다', '8000원', '비싸다']",1,한식
53860,217178,서리서리멸치국수,오송점,27703,"['오스', '크다', '셀프', '주문', '음식', '받다', '시스템', '참다', '바른', '김밥', '맛있다', '계절', '메뉴인', '콩국수', '진하다', '맛있다', '자리', '배치', '좁다', '편이', '많다', '불편하다']",4,한식
53869,217196,서린낙지,견지점,580520,"['종로', '구청', '낚지집', '르미에르', '본점', '분점', '다르다', '솔직하다', '훨씬', '맛있다', '계산', '사장', '무뚝뚝하다', '친절하다', '맵다', '음식', '좋아하다', '한번', '맵다', '좋아하다', '소세지', '섞다', '볶다', '차라리', '낚지', '추가']",4,한식
53962,217553,서브웨이,부천중동점,5142,"['간단하다', '식사', '적당하다', '서브웨이']",3,치킨
53965,217566,서브웨이,강남역점,641859,"['서브웨이', '사랑', '어르다', '잇다', '우유', '이번', '메뉴']",5,카페
53966,217566,서브웨이,강남역점,166,"['강남역', 'cgv', '영화', '기전', '들르다', '9월', '이벤트는', '클래식', '처음', '맛있다', '소스', '짜다', '한번', '위트', '칠리', '랜치조합', '맛있다', '강남역', '역시', '많다', '야채']",5,카페
53967,217566,서브웨이,강남역점,72686,"['혼밥', '적다', '스파이', '이탈리안', '짜지다']",5,카페
53968,217566,서브웨이,강남역점,572087,"['스파이', '이탈리안', '미국', '거의', '비슷하다']",4,카페
53970,217566,서브웨이,강남역점,136933,"['언제나', '맛있다', '서브웨이', '알바', '소스', '막히다', '추천', '주심']",4,카페
53971,217566,서브웨이,강남역점,875918,"['지점', '양상추', '게다가', '양상추', '추가', '비용', '조심하다']",1,카페
54086,217897,서울 미트볼,웨스턴돔점,754864,"['서교동', '미트볼', '웨스턴', '생기다', '일산', '미트볼', '전문점', '거의', '한번', '가보다', '미트볼', '정식', '감자', '튀김', '계란후라이', '샐러드', '미트볼', '크기', '크다', '육즙', '많다', '거의', '고기', '로만', '만들어지다', '고기', '좋아하다', '입맛', '맞다', '크림', '파스타', '소스', '시중', '팔다', '크림', '파스타', '소스', '느낌', '별로', '전체', '무난', '\n\n', '장점', '가성', '\n\n', '친절', '직원', '접시', '센스', '챙기다', '서비스']",3,"피자,파스타,스테이크"
54092,217906,서울24시감자탕,서현점,190766,"['정자동', '그대로', '다만', '많다']",4,한식
54093,217906,서울24시감자탕,서현점,744,"['오우', '해장국', '돼지', '등뼈', '고아', '고기', '야들야들', '완전', '푸다', '또한', '주방', '청결하다', '강조', 'CCTV', '틀어주다', '\n\n', '최근', '20', '주년', '행사', '기간', '기존', '9000원', '에서', '8000원', '판매']",4,한식
54094,217906,서울24시감자탕,서현점,781898,"['압도', '자랑', '고기', '끊임없다', '평균', '이상', '겉절이', '인상', '적다']",4,한식
54095,217906,서울24시감자탕,서현점,363254,"['자리', '가득가득', '많다', '오랜', '둘이서', '볶음밥', '배부르다']",5,한식
54096,217906,서울24시감자탕,서현점,733520,"['푸다', '7000원', '에요', '시래기', '맛있다', '끝내주다', '후식', '아이스크림', '공짜', '행복하다', '하나', '말씀드리다', '정자동', '서현', '가보다', '서현', '밑반찬', '맛있다']",5,한식
54097,217906,서울24시감자탕,서현점,783096,"['잡다', '깔끔하다', '바쁘다', '서비스', '아쉽다', '그래도', '음식점']",4,한식
54098,217906,서울24시감자탕,서현점,266449,"['지인', '추천', '가보다', '자리', '넓다', '양도', '많다', '기회']",4,한식
54100,217906,서울24시감자탕,서현점,32374,"['최악', '불친절', '자리', '직원', '자기', '가리키다', '직원', '교육', '전혀', '음식', '양도', '들쑥날쑥', '더럽다', '밥그릇', '그릇', '덜다', '그릇', '담다', '내려놓다', '없이']",1,한식
54101,217906,서울24시감자탕,서현점,11096,"['머리카락', '자리', '마음대로', '불친절']",1,한식
54102,217906,서울24시감자탕,서현점,200792,"['양은', '많다', '약간', '짜다', '국물', '깍두기', '맛없다', '김치', '삼삼하다']",3,한식
54136,217947,서울감자탕,정자2호점,192676,"['동네', '이면', '❤️', '고기', '국물', '완벽하다']",5,한식
54137,217947,서울감자탕,정자2호점,390564,"['뚝배기', '가득', '많다', '편이', '\n\n', '진하다', '사골', '육수', '느껴지다', '흠잡다', '없이', '맛있다', '해장국']",5,한식
54138,217947,서울감자탕,정자2호점,334043,"['음식', '주문', '한지', '30분', '받다', '순서도', '엉망', '삼계탕', '다나', '안주', '다시다']",1,한식
54139,217947,서울감자탕,정자2호점,53202,"['토요일', '저녁', '방문', '맛있다', '리뉴', '얼다', '넓어지다', '다만', '주차', '불편하다']",5,한식
54140,217947,서울감자탕,정자2호점,239469,"['서울', '감자탕', '직영', '떨어지다', '미묘하다', '뭔가', '2%', '부족하다', '느껴지다', '차이']",3,한식
54141,217947,서울감자탕,정자2호점,87724,"['단골', '감자탕', '해장국', '두다', '아주', '맛있다', '고기', '신선하다', '부드럽다']",5,한식
54142,217947,서울감자탕,정자2호점,70682,"['가성', '안좋다', '올리다', '가성', '안타깝다']",2,한식
54143,217947,서울감자탕,정자2호점,196447,"['해장국', '감자탕', '좋아하다', '실망하다', '주민', '맛집']",4,한식
54149,217957,서울고깃집,삼선동점,745537,"['고깃집', '서서', '의문', '방문', '나서다', '해결', '서비스', '메뉴', '구성', '수준']",4,고기
54168,217999,서울김밥,구의점,391794,"['지하철역', '가깝다', '동네', '김밥', '서민', '동네', '김밥', '집다', '분위기', '가볍다', '식사', '리기', '김밥', '테이크아웃', '가기', '\n\n', '참치', '김밥', '치즈', '김밥', '테이크아웃', '김밥', '무난', '맛있다', '재료', '호불호', '크게', '갈리다', '위주', '대부분', '부담', '없이', '먹기', '치즈', '김밥', '치즈', '넉넉하다', '아쉽다', '참치', '김밥', '훨씬', '김밥', '다양하다', '음식', '제공', '여럿', '가도', '메뉴', '선택', '다양하다', '장점']",3,분식
54169,217999,서울김밥,구의점,85688,"['KT', '광진', '지사', '분식집', '김밥천국', '낮다', '단가', '자랑', '\n\n', '마구마구', '마구마구', '단무지', '\n\n', '불고기', '김밥', '타가', '불고기', '김밥', '저렴하다', '보임', '삼각김밥', '불고기', '계란', '라면', '신라면', '계란', '안보', '여요', '\n\n', '쫄면', '양배추', '적당하다', '쫄면', '소스', '일반', '오뚜기', '쫄면', '소스', '특이하다', '구의', '국수', '분식집', '치다']",4,분식
54226,218222,서울미트볼,가양역점,91402,"['주얼', '분위기', '가볍다', '먹기', '음식', '판매', '깔끔하다', '자극', '단점', '라면', '화장실', '불편하다']",3,"피자,파스타,스테이크"
54374,218802,서울커피,망원점,43793,"['자리', '많다', '깔끔하다', '인절미', '티라미수', '커피', '시트', '축축하다', '젖다']",4,카페
54375,218802,서울커피,망원점,388142,"['비엔나', '밀크', '제일', '비엔나', '커피', '별로', '엑설런트', '고급', '버젼', '아이스크림']",4,카페
54377,218802,서울커피,망원점,105808,"['인테리어', '독특하다', '비엔나', '밀크', '비엔나', '커피', '맛있다', '육면체', '아이스크림', '무난', '주문', '메뉴', '간식']",4,카페
54378,218802,서울커피,망원점,11194,"['비엔나', '커피', '크림', '맛있다', '의외로', '네모', '아이스크림', '맛있다']",5,카페
54379,218802,서울커피,망원점,10409,"['외관', '예쁘다', '디저트', '맛있다', '커피', '나쁘다', '적당하다', '달달', '근데', '자두', '아이스크림', '풍선껌', '냄새', '나서다', '별로']",4,카페
54499,219214,서초동연가,선릉역점,108828,"['채우다', '가볍다', '안주', '먹기', '채우다', '육회', '양은', '그리다', '많다', '오픈', '되어다', '모기', '많다', '거슬리다']",3,술
54631,219453,서해바다,1호점,8513,"['시원하다', '국물', '백합', '칼국수', '\n\n', '평일', '점심시간', '방문', '손님', '많다', '\n\n', '칼국수', '국물', '시원하다', '백합', '신선하다', '죽도', '맛있다', '김치', '꿀맛', '\n\n', '전라도', '음식', '전라도', '음식', '찾다', '펼쳐지다', '갯벌', '경치']",5,한식
54632,219453,서해바다,1호점,132446,"['대하', '구이', '크다', '40', '마리', '칼국수', '인분', '어른', '애기', '넉넉하다', '맞다', '친절하다', '부분', '포인트', '김치', '맛있다', '갖다']",5,한식
54707,219728,석계창신동매운족발,1호점,30970,"['맛있다', '가깝다', '그래도', '숨다', '맛집', '인정']",4,"족발, 보쌈"
54708,219728,석계창신동매운족발,1호점,570055,"['음식', '빨리', '펴다', '불족', '주먹밥', '남자', '이서', '불족', '부족하다', '주먹밥', '테이블', '모르다', '오래되다', '석계역', '인근', '불족', '맛집']",4,"족발, 보쌈"
54715,219759,석관동떡볶이,스타필드 고양점,46987,"['스타', '필드', '고양', '지하', 'PK', '마트', '들어오다', '야하다', '분식집', '메뉴', '거의', '떡볶이', '종류', '많다', '기본', '떡볶이', '가장', '주먹밥', '많다', '우동', '건강하다', '미역', '맛없다', '간이', '약하다', '떡볶이', '맛있다', '불고기', '이런', '간이', '쎄다', '떡볶이', '튀김', '순대', '이렇다', '맛있다', 'PK', '마트', '음식점', '분식집', '그래도', '손님', '많다']",3,분식
54805,220548,선녀풍,2호점,276312,"['엄청나다', '해산물', '놀라다', '감탄', '많다', '이유']",4,"돈가스,회,일식"
54806,220548,선녀풍,2호점,110561,"['선녀', '본점', '건너편', '본점', '메뉴', '구성', '다르다', '주말', '본점', '웨이팅', '상당하다', '기다', '호점', '호점', '웨이팅', '짧다', '편입', '개인', '좀더', '국물', '진하다', '선녀', '냉면', '맛있다', '물회', '상당하다', '푸다']",4,"돈가스,회,일식"
54839,220632,선릉역매운떡볶이,본점,49680,"['사당', '새롭다', '생기다', '대안', '푸다', '갈다']",4,분식
54874,220854,선산곱창,옥계점,573377,"['소주', '안주', '이상은', '도대체', '구미', '인근', '지역', '이해', '안되다', '최상', '안주', '맛집']",5,고기
55034,221758,설빙,청담점,640498,"['문후', '실제', '서빙', '29분', '소요', '일손', '부족하다', '느낌']",3,카페
55035,221759,설빙,창동역점,580520,"['시끄럽다', '지저분하다', '빙수', '맛있다', '테이블', '낙서', '떠들다', '소리']",3,카페
55051,221821,설빙,부산대점,22782,"['녹차', '초코', '빙수', '진리', '맛있다', '메뉴']",3,카페
55052,221821,설빙,부산대점,170611,"['빙수', '당연하다', '맛있다', '시설', '깔끔하다', '책상', '작고', '수다', '떨다', '공부', '힘들다']",4,카페
55054,221828,설빙,인하대점,401407,"['연유', '추가', '비용', '받다', '맛없다', '발전']",3,카페
55057,221833,설빙,부산송도점,318686,"['설빙', '아무래도', '부산', '최고', '카페', '디저트', '토스트', '빙수', '어느', '하나', '빠지다']",4,카페
55069,221883,설빙,경기수원영통점,334694,"['많다', '매장', '넓다', '맛있다', '숟가락', '깨끗하다', '한번', '바꾸다', '주차', '지하', '2시간', '무료']",4,카페
55076,221936,설빙,중동점,5142,"['녹차', '초코', 'jmt', '최고', '조합', '다만', '그릇', '작다', '먹기', '불편하다']",4,카페
55077,221936,설빙,중동점,251846,"['많다', '친구', '다양하다', '연령', '대가', '방문', '친근하다', '맛집', '역시', '빙수', '설빙', '아시', '달달', '빙수', '오레오', '초코', '몬스터', '설빙']",5,카페
55102,222004,설빙,부산서면점,251567,"['많다', '시끌벅적', '설빙', '맛있다', '맛있다']",3,카페
55103,222005,설빙,천안점,919073,"['주문', '받다', '자리', '신기하다']",3,카페
55104,222007,설빙,대전둔산2호점,47542,"['역시', '여름', '설빙', '시원하다', '만족스럽다']",5,카페
55105,222007,설빙,대전둔산2호점,27070,"['믿다', '설빙', '빙수', '땡깅땐', '설빙', '최고', '치즈', '설빙', '최고']",5,카페
55145,222072,설빙,종각점,49742,"['오랜', '설빙', '빙수', '종류', '다양하다', '고르다', '힘들다', '그린티', '초코', '설빙', '주문', '그린티', '아이스크림', '초콜렛', '그린티', '시럽', '중간', '초코쿠키', '맛있다']",4,카페
55146,222072,설빙,종각점,109622,"['넓다', '체인점', '똑같다', '빙수', '뿌리다', '초코', '가루', '아끼다', '느낌']",4,카페
55147,222072,설빙,종각점,623554,"['지역', '설빙', '티라미수', '얼다', '실망']",3,카페
55148,222072,설빙,종각점,26843,"['시즌', '한정', '메뉴', '비싸다', '과일', '개인', '반개', '올리다']",3,카페
55149,222077,설빙,노원역점,874331,"['시원하다', '빙수', '인절미', '빙수', '베스트', '메뉴', '맛있다', '다만', '주차', '불편하다', '주문', '받다', '친절하다']",4,카페
55150,222077,설빙,노원역점,318831,"['직원', '분들', '서도', '친절하다', '대해', '연유', '원하다', '계속', '천천히', '카페', '분위기']",5,카페
55151,222077,설빙,노원역점,351590,"['많다', '시끌벅적하다', '빙수', '금방']",5,카페
55152,222077,설빙,노원역점,227331,"['여름', '인지', '굉장하다', '많다', '화장실', '한번', '서다', '판이', '무난', '설빙', '알바생', '힘들다', '바쁘다', '시끌벅적하다']",4,카페
55173,222103,설빙,한양대점,226106,"['설빙', '적다', '가성', '떨어지다', '가끔']",3,카페
55174,222103,설빙,한양대점,705731,"['시즌', '빙수', '메론', '빙수', '과일', '빙수', '상큼', '맛있다', '근데', '메론', '시원하다', '하나', '시원하다', '딸기', '시럽', '실망']",4,카페
55177,222120,설빙,대전테크노점,285715,"['수박', '맛있다', '잇다', '빙수', '실망', '스럽다', '설빙', '비슷']",2,카페
55178,222120,설빙,대전테크노점,27070,"['미용실', '투명', '문도', '연결', '특이하다', '구조', '머리', '빙수', '먹기']",5,카페
55179,222121,설빙,응암역점,174016,"['응암', '새롭다', '생기다', '깔끔하다', '많다', '시끄럽다', '간식', '상관없다']",3,카페
55180,222123,설빙,전남순천연향점,129269,"['시럽', '뿌리다', '맛있다', '여름', '많다']",4,카페
55181,222124,설빙,평내호평점,392082,"['딸기', '치즈', '메론', '설빙', '주문', '맛있다', '메론', '국산', '칠갑산', '메론', '쓰다', '메론', '빙수', '따로', '딸기', '달다', '아메리카노', '2시', '가면', '1900원', '진하다', '쓴맛', '한편', '\n\n', '매장', '넓다', '여유', '주변', '아기', '엄마', '모이다', '장소', '래서', '아기', '의자', '여유', '준비', '되어다', '메론', '빙수']",3,카페
55182,222124,설빙,평내호평점,217543,"['천마산', '입구', '설빙', '위치', '주차', '힘들다', '주말', '유치원', '마당', '주차', '가능하다', '평일', '돼다', '\n\n', '매장', '넓다', '편이', '옛날', '느낌', '기분', '전환', '카페', '빙수', '카페', '\n\n', '빙수', '대비', '\n\n', '달다', '파서', '스노우', '밀크', '주문', '달다', '버블', '단맛', '중화', '버블', '줄다', '\n\n', '아메리카노', '입맛', '엄청나다', '써다']",3,카페
55183,222125,설빙,경기광명소하점,856133,"['설빙', '쾌적하다', '편이', '매장', '크다', '요즘', '자리', '찾기', '어렵다']",4,카페
55184,222125,설빙,경기광명소하점,279778,"['역시', '설빙', '애플', '망고', '치즈', '설빙', '빙수', '가래떡', '맛있다']",3,카페
55222,222342,설원칡냉면,하소점,9852,"['무난', '물냉면', '서비스', '무난', '이래저래', '덥다', '여름날', '때우다', '적당하다']",4,"족발, 보쌈"
55246,222436,설화랑,발산역점,296334,"['소고기', '맛있다', '굽다', '소스', '\n\n', '레인', '소스', '강하다', '죽다', '느낌', '트러플', '크림소스', '개취', '안데스', '핑트', '솔트', '제일', '어울리다']",5,고기
55247,222436,설화랑,발산역점,65219,"['분위기', '고급스럽다', '숙성', '고기', '맛있다', '살살', '녹다']",5,고기
55351,222887,성경 만두요리전문점,암사점,249880,"['대비', '별로', '평타', '남다', '착하다', '까탈', '느낌']",3,한식
55357,222905,성경만두요리전문점,융건릉점,225757,"['즉석요리', '조리', '만두', '고기', '야채', '익히다', '잔재미', '합리']",3,한식
55385,223120,성미당,서신점,103304,"['비빔밥', '자랑', '육회', '비빔밥', '서울', '본기', '다르다', '식객', '대통령', '맛집', '수식어', '어울리다', '전주', '대표', '맛집', '중앙', '마을', '방문객', '많다', '대다', '기다', '대안', '비빔밥', '궁금하다']",5,한식
55386,223120,성미당,서신점,250513,"['전주', '유명하다', '비빔밥', '놋쇠', '그릇', '이미', '비비다', '밥위', '고명', '얹다', '치다', '재료', '어우러지다', '고급스럽다', '역시', '다만', '콩나물국', '그릇', '분식점', '싸구려', '그릇']",4,한식
55387,223120,성미당,서신점,372209,"['지역', '주민', '동행', '가보다', '본점', '따뜻하다', '놋그릇', '담기다', '비빔밥', '맛있다', '불고기', '전골', '맛있다', '비우다', '맛깔', '스럽다']",5,한식
55388,223120,성미당,서신점,880916,"['맛집', '일부러', '방문', '기대하다', '별로', '비싸다']",2,한식
55402,223152,성민양꼬치,신림역점,315462,"['갈비', '고급', '갈비', '추천', '양도', '많다', '맛있다', '옥수수', '국수', '얼큰하다', '꾸다', '바로', '우도', '맛있다', '추천']",5,중식
55524,223335,성성식당,역삼점,198226,"['강남', '가성', '무난', '백종원', '이름', '맞다', '무난', '무난']",4,한식
55731,223891,성천막국수,논현점,133993,"['막국수', '답십리', '분점', '아드님', '기술', '전수', '받다', '똑같이', '맛있다', '꾸리', '꾸리', '동치미', '국물', '동치미', '일품']",5,한식
55732,223891,성천막국수,논현점,856133,"['맛있다', '충격', '일주일', '가능하다', '제육', '특히', '대박', '여기다', '수육', '제육', '제육', '접시']",5,한식
55833,224544,세상의 모든 아침,광교점,133470,"['맛있다', '고급스럽다', '비싸다', '인기', '많다', '예약', '다섯', '아깝다', '까르보나라', '당근', '케익', '부라타', '샐러드', '특별하다', '맛있다']",5,"피자,파스타,스테이크"
55834,224544,세상의 모든 아침,광교점,469245,"['많다', '특별하다', '인테리어', '크게', '감동']",3,"피자,파스타,스테이크"
55835,224544,세상의 모든 아침,광교점,192285,"['예쁘다', '여의도', '예쁘다', '광교', '예쁘다', '저녁', '시간', '웨이팅', '많다', '보통', '30분', '이라고', '15분', '돌아다니다', '전화', '피자', '맛있다', '맛없다', '파스타']",4,"피자,파스타,스테이크"
55836,224544,세상의 모든 아침,광교점,369062,"['깔끔하다', '느낌', '레스토랑', '인기', '많다', '보통', '시간']",3,"피자,파스타,스테이크"
55837,224544,세상의 모든 아침,광교점,173428,"['워낙', '인테리어', '분위기', '대비', '음식', '후기', '많다', '기대', '없이', '리조또', '종류', '모두', '블랙', '리조또', '사실', '자체', '미가', '간이', '느낌', '리조또', '이름', '안남', '크림', '베이스', '간도', '맛있다', '먹음', '마르', '리타', '피자', '특색', '나쁘다', '애플', '크다', '럼블', '맛있다', '딸기', '타르트', '대비', '작다', '아쉬움']",3,"피자,파스타,스테이크"
55866,224594,세시셀라,도산공원점,194387,"['당근', '케이크', '나쁘다', '자몽쥬스', '압구정', '위치', '부담']",4,카페
