,store,store_name,branch,user,content,score,big_cate
8677,36441,교리김밥,본점,266919,"['하나', '아깝다', '리안', '핀잔', '뭐라다', '한정', '모르다', '주문', '그런', '모르다', '무시', '뭐라다', '카드', '결제', '하니', '라며', '손짓', '휙휙', '현금', '미치다', '현금', '결제', '손님', '먼저', '김밥', '남자', '기다리다', '손님', '빨리', '내주다', '마음', '그렇게', '모르다', '국수', '나누다', '홀안', '서다', '접시', '달라', '얘기', '위아래', '훑다', '방가', '얘기', '여자', '한잔', '물컵', '쟁반', '툭툭', '쳐다보다', '아깝다', '여자', '손님', '많다', '그런', '장사', '경주', '유명하다', '김밥', '기분', '기분', '다시다']",1,분식
8678,36441,교리김밥,본점,222364,"['울산', '살다', '\r\n', '일단', '굉장하다', '불친절하다', '\r\n', '비싸다', '김밥', '3,200원', '이예요', '\r\n', '요즘', '달걀', '양도', '줄다', '\r\n', '포장', '달라', '안되다', '인상', '쓰다', '\r\n', '이번', '내다', '\r\n', '바로', '30', '포장', '단체', '손님', '예외', '\r\n', '장사', '계속', '그렇게', '\r\n']",1,분식
8679,36441,교리김밥,본점,764564,"['때문', '사먹다', '사먹다', '김밥', '3200원', '계란', '지단', '김밥', '불친절', '기본', '카드', '구매', '소량', '구매', '거지', '취급', '당하다', '블로그', '홍보', '낚시', '만하', '쓰레기', '식당']",1,분식
8680,36441,교리김밥,본점,245561,"['후기', '오늘', '처음', '적다', '받다', '경주', '놀다', '다이닝', '코드', '장사', '집다', '친절', '서비스', '포기', '친절', '서비스', '포기', '모르다', '평범', '이하', '유명하다', '모르다']",1,분식
8681,36441,교리김밥,본점,317992,"['방송', '군데', '시간', '10분', '사장', '서비스', '카드', '결제', '늦다', '음식', '받다', '김밥', '몇개', '터지다', '집앞', '3천원', '참치', '김밥', '맛있다', '맛집', '소개', '백종원', '이하', '방송', '이해', '신뢰', '집앞', '원조', '김밥', '기름값', '아끼다', '겁니다']",1,분식
8682,36441,교리김밥,본점,794020,"['기대하다', '유명하다', '이후', '변하다', '모르다', '그대로', '삼대', '천왕', '더욱', '실망', '차다', '하나', '입안', '날아다니다', '계란', '구수하다', '비리', '짜다', '기만', '심각하다', '수준', '3,500원', '이나', '김밥천국', '김밥']",1,분식
8683,36441,교리김밥,본점,76412,"['절대', '제발', '가지', '이서', '배고프다', '하나', '사려', '안되다', '바로', '들어오다', '안되다', '추가', '주문', '얘기', '어쩌냐', '물어보다', '어깨', '으쓱', '서비스', '맛보다', '쓰레깁니']",1,분식
8684,36441,교리김밥,본점,87583,"['블로그', '다이닝', '코드', '보고', '최악', '최악', '어떻다', '이런', '음식', '방송', '타고', '그걸', '극찬', '연애', '먼지']",1,분식
8685,36441,교리김밥,본점,149905,"['계란', '껍질', '씹다', '서거', '굳이', '거기', '갈다', '이유']",1,분식
8686,36441,교리김밥,본점,194152,"['이번', '방문', '변하다', '대량생산', '없어지다', '경주', '이제', '체인점', '운영', '하나요']",3,분식
8687,36441,교리김밥,본점,133569,"['한번', '가기', '싫다', '수준']",2,분식
8752,36963,교촌치킨,발산역점,67888,"['매장', '손님', '거의', '배달', '치다', '인지', '치킨', '늦다', '주문', '감자', '빨리', '치킨', '무가', '신선하다', '치킨', '맛있다', '직원', '분들', '불친절하다', '방문', '의사']",3,치킨
8753,36964,교촌치킨,왕십리도선점,129333,"['매장', '방문', '배달', '주문', '많다', '매장', '오래', '기다리다', '정신', '분위기', '맛있다', '장안', '연기', '가득하다', '배달', '주문', '추천', '드리다']",3,치킨
8754,36965,교촌치킨,청라호수공원점,94701,"['교촌치킨', '카페', '넓다', '셀프', '나쵸', '무한', '호수', '공원', '야경', '예쁘다', '맥주', '마시다', '치킨', '간장', '양념', '적다', '베다', '아쉽다']",3,치킨
8755,36968,교촌치킨,가양점,470723,"['분위기', '가양역', '근처', '프랜차이즈', '하나', '가볍다', '한잔', '분위기', '교촌', '원래', '프라이', '지점', '좀더', '튀기다', '점점', '해지', '아직', '쓸다', '\n\n', '기타', '나쵸', '얌얌', '\n\n', '후라이드', '교촌', '양념', 'BBQ']",3,치킨
8778,37306,교촌치킨,송내로데오점,686300,"['교촌치킨', '대표', '메뉴', '허니', '시리즈', '명불허전', '언제', '맛있다', '살로', '먹기']",4,치킨
8833,37490,구공탄곱창,홍대점,43793,"['맛있다', '적다', '절대', '인분', '안되다', '치즈', '추가', '맛있다']",3,고기
8834,37490,구공탄곱창,홍대점,702417,"['맛있다', '초딩', '입맛']",5,고기
8835,37490,구공탄곱창,홍대점,6838,"['프렌', '차이', '곱창', '유명', '가성']",2,고기
8837,37490,구공탄곱창,홍대점,314531,"['동네', '주민', '맛있다', '프렌', '이즈', '꿀맛', '대기', '주차공간', '주차', '절대', '되어다', '주자', '구공탄', '주인', '차빼', '달라', '치즈', '추가', '필요없다', '소금', '양념', '막창', '추천', '시끄럽다', '어두컴컴하다', '친구', '수다', '떨다']",5,고기
8854,37546,구구무한삼겹,안양일번가점,226106,"['고기', '무한리필', '고기', '사이드', '메뉴', '맛있다', '친절하다']",2,고기
8865,37621,구구향 훠궈,마곡나루역점,884890,"['2시간', '동안', '무한리필', '고기', '재료', '고기', '종이', '소라', '맛있다', '꾸다', '바로', '우도', '상당하다', '바삭']",3,중식
8866,37621,구구향 훠궈,마곡나루역점,65219,"['재료', '인테리어', '모두', '깔끔하다', '모르다']",3,중식
8874,37663,구노포차,안산고잔점,321921,"['우선', '사장', '친절하다', '미치다', '맛있다', '메뉴', '3,000원', '추가', '볶음밥', '그것', '맛있다', '갈다', '벌써', '야외', '테이블', '아직', '추워지다', '건물', '지하', '주차장', '지원', '모르다', '술집', '해결', '보통', '서다', '한번', '해결', '술안주', '많다', '식사', '메뉴', '많다']",5,술
8945,37999,구르미산도,익선동점,401684,"['계란말이', '돼지고기', '패티', '❤️', '부들부들하다', '고기', '진하다', '어울리다', '찍다', '사진', '찌다', '익선동', '걷다']",5,카페
8946,38000,구르미산도,연남동 본점,282032,"['연남동', '타마', '고산', '유명하다', '간단하다', '간식', '먹기', '딱좋다']",3,카페
8947,38000,구르미산도,연남동 본점,169940,"['홍대', '방문', '테이크아웃', '고기', '두껍다', '간이', '심심하다', '느끼다']",3,카페
8948,38000,구르미산도,연남동 본점,215042,"['무난', '무난', '맛있다', '맛있다', '근데', '비싸다', '느낌', '어쩔']",4,카페
8949,38000,구르미산도,연남동 본점,215917,"['그닥', '창문', '열리다', '미세먼지', '가득', '느낌']",2,카페
8950,38000,구르미산도,연남동 본점,96575,"['타산', '바삭', '부드럽다', '장내', '공간', '좁다', '편이', '테이크아웃', '추천']",4,카페
8951,38000,구르미산도,연남동 본점,413554,"['타산', '맛있다', '직원', '분들', '친절하다', '방문', '의사', '뿜뿜']",5,카페
8978,38161,구미당,모악산점,45387,"['쌈밥', '주문', '이산', '주문', '가능', '파김치', '제육', '함께', '제육', '비계', '많다', '맵다']",3,한식
8982,38198,구박사소곱창구이,봉명점,253222,"['곱창', '박사', '테이블', '곱창', '인분', '아쉽다', '터지다', '볶음밥', '미치다']",5,고기
9093,38428,구슬함박,파주프리미엄아울렛점,85331,"['음식', '평타', '치다', '식당', '푸드코트', '시끌벅적', '빼다', '문제', '음식', '빨리']",4,"피자,파스타,스테이크"
9097,38439,구슬함박,타임스퀘어점,68977,"['마늘빵', '눅눅하다', '이야기', '미리', '꺼내다', '놓다', '어쩔', '서비스', '별로', '박다']",3,"피자,파스타,스테이크"
9121,38582,구어진 닭,경남대점,287274,"['배달', '지난', '4월', '에는', '깔끔하다', '맛있다', '감동', '이번', '두번째', '배달', '비리', '고기', '완전', '별로', '사장', '끼다']",3,치킨
9128,38641,구우미닭갈비,만천점,417312,"['토요일', '방문', '예약', '이미', '만석', '놀이', '방이', '손님', '바글바글', '실내', '온도', '높다', '답답하다', '닭갈비', '아이']",4,한식
9175,38968,구이마마,대치점,46936,"['대치동', '골목', '위치', '삼겹살', '전문식', '최고', '인기', '메뉴', '돼지고기', '김치찌개', '\n\n', '평일', '점심시간', '11시', '30분', '넘다', '주변', '직장인', '비롯', '많다', '손님', '바로', '만석', '\n\n', '이집', '김치찌개', '고기', '시원하다', '국물', '일품', '점심식사', '시간', '대부분', '손님', '김치찌개', '사이드', '메뉴', '계란말이', '주문', '\n\n', '제육', '두루치기', '또한', '맛있다', '메뉴', '제법', '선택', '찌개', '경우', '많다', '인원', '대로', '1~2', '인분', '메뉴', '조합', '충분하다', '방법', '\n\n', '테이블', '마다', '작다', '가마솥', '제공', '크다', '장점', '\n\n', '딸리다', '깨끗', '깔끔하다', '나중', '누룽지', '마무리', '만족스럽다', '식사', '\n\n', '전체', '가성', '식당']",4,고기
9214,39256,구포국수,장전점,257609,"['냉국', '수가', '국수', '잔치국수', '고민', '냉국', '수가', '깔끔하다', '맛있다', '시원하다', '와이파이', '터지다', '음식', '빨리']",4,한식
9247,39438,국내산 귀한족발,회기점,49742,"['경희대', '지하철역', '족발', '근처', '족발', '여러', '배달', '민족', '배달', '써다', '오늘', '삶다', '국내', '족발', '주문', '부드럽다', '맛있다']",4,"족발, 보쌈"
9248,39438,국내산 귀한족발,회기점,328956,"['오늘', '삶다', '족발', '야들야들하다', '맛있다', '종류', '많다', '눈치', '안보', '다양하다', '소스']",4,"족발, 보쌈"
9252,39464,국대떡볶이,여의도점,114160,"['꼬치', '역시', '떡볶이', '쫄깃쫄깃', '양념', '분식']",4,분식
9253,39484,국대떡볶이,이마트펜타포트점,727149,"['이마트', '펜타포트', '간단하다', '먹기']",4,분식
9255,39506,국대떡볶이,삼청동점,64301,"['친절하다', '워낙', '많다', '서비스', '받다', '어렵다']",5,분식
9256,39506,국대떡볶이,삼청동점,44878,"['위치', '외국인', '매장', '중국', '당면', '유행', '맛있다', '오랜', '지점', '특히', '원래', '떡볶이', '맵다']",4,분식
9257,39506,국대떡볶이,삼청동점,196398,"['떡볶이', '메인', '식당', '돈까스', '맛있다', '그렇다고', '떡볶이', '맛없다', '돈까스', '맛있다', '\n\n', '주변', '식당', '대가', '저렴하다', '늦다', '운영']",4,분식
9291,39657,국민돼지국밥,건양대점,607732,"['국밥', '생각나다', '따다', '찾다', '국물', '진하다', '수육', '냄새', '안나', '맛있다', '국밥집', '돼지', '냄새', '악제', '거저', '조미료', '텁텁한데', '기본', '맛있다', '주인', '아주머니', '친절하다', '싹싹', '비우다', '맛집', '꾸준하다', '찾다']",5,한식
9302,39819,국밥쟁이,청라점,369062,"['체인점', '가게', '깔끔하다', '인테리어', '주문', '금방', '부산', '돼지국밥', '스타일', '약간', '순대', '국밥', '스타', '일임']",3,한식
9303,39822,국밥쟁이,만수점,390564,"['밑반찬', '깔끔하다', '음식', '편이', '돼지국밥', '부산', '일본', '라멘', '국물', '비슷하다', '호불호', '갈릴', '준수', '펴다', '갈비탕', '육회', '비빔밥', '쥬얼', '느낌']",4,한식
9337,40099,국수나무,다산아이파크점,697977,"['보통', '모든', '셀프', '귀찮다', '국수', '가끔']",3,한식
9339,40161,국수나무,부산반여점,68632,"['간단하다', '점심', '가도', '선택', '다양하다', '국수나무']",5,한식
9349,40229,국수나무,대전관저점,607732,"['여러', '종류', '음식', '방문', '돈까스', '생면', '국수', '돈까스', '별로', '돈까스', '소스', '소스', '생면', '국수', '기본', '잔치국수', '기본', '프렌', '차이', '전체', '대비', '효율', '전문점']",3,한식
9350,40230,국수나무,당진신평점,374341,"['근처', '보이다', '식당', '맛있다', '국수', '계절', '메뉴']",4,한식
9351,40231,국수나무,영등포knk점,328775,"['국수', '돈까스', '전문', '프랜차이즈', '식당', '간단하다', '식사', '해결', '여름', '시원하다', '계절', '메뉴', '깔끔하다']",4,한식
9352,40232,국수나무,강동구청점,163884,"['생면', '국수', '맛있다', '국수', '전문', '체인점', '치즈', '돈까스', '곁들이다', '국치', '정식']",4,한식
9353,40234,국수나무,안동옥동점,88418,"['국수', '메뉴', '많다', '아이', '동반', '가족', '많다', '아쉽다', '좌석', '가까이', '부딪히다']",3,한식
9355,40240,국수나무,통영죽림점,49936,"['깔끔하다', '돈까스', '셋트', '다만', '음식', '늦다']",5,한식
9358,40275,국수나무,경남함안점,190080,"['국수나무', '래서', '국수', '전문점', '메뉴', '많다', '놀라다', '치즈', '돈까스', '모양', '키조개', '예쁘다', '치즈', '별로', '아쉽다', '짬뽕', '해물', '많다', '국물', '얼큰하다']",4,한식
9374,40349,국수나무,개포점,197936,"['개포동', '국수나무', '돈까스', '정식', '★★★☆☆', '국수']",4,한식
9377,40379,국수나무,망포점,169532,"['나가사키', '짬뽕', '짜다', '짜다', '보완', '필요하다']",2,한식
9380,40390,국수나무,조원점,160914,"['직원', '분들', '친절하다', '음식', '가성', '추천']",5,중식
9381,40390,국수나무,조원점,108713,"['추천', '메뉴', '마늘', '돈까스', '아쿠아', '돈까스', '특히', '마늘', '돈까스', '돈까스', '바삭바삭', '고소', '부드럽다', '마늘', '소스', '마늘', '레이크', '어울리다', '생면', '짬뽕', '맛남', '국수나무', '좋아하다', '체인점', '지점', '조금씩', '차이나다', '원점', '최애']",5,중식
